P05-1045,P10-2049,1
P05-1045,D13-1142,0
W96-0213,P99-1023,1
P04-1015,E06-1011,0
P05-1045,P12-1073,1
P05-1045,N13-1006,1
P05-1045,E09-1007,0
P08-2026,P11-2049,1
P05-1045,P12-1072,0
P05-1045,W11-0902,0
H05-1079,W11-0112,0
W03-0430,P10-1136,1
W03-0430,W04-3234,0
P05-1045,N10-1117,0
P05-1045,W11-1908,0
P96-1025,E03-1051,0
P04-1084,P04-1083,0
H05-1079,N06-1006,1
N04-4028,D07-1068,0
W07-1412,W11-0135,0
P05-1045,P09-2041,0
W03-0430,P06-1078,1
P03-1069,P04-1050,0
P05-1045,N13-1037,1
P05-1045,D13-1103,0
P05-1045,D13-1191,0
C00-1072,P06-4007,0
P02-1053,P06-2079,0
P05-1045,W12-0103,0
P96-1025,E09-1097,0
P05-1045,W12-2408,1
P09-1113,P12-1076,1
I05-2038,D09-1157,0
W01-0521,D09-1085,0
N04-4028,P11-1149,0
W04-3111,D07-1128,0
P05-1045,W09-1218,1
H05-1079,Q13-1015,0
P97-1003,P03-1055,0
W06-2925,D08-1059,0
P05-1045,P12-2024,0
W96-0213,A00-1031,1
P05-1045,P12-3013,0
P95-1026,P01-1008,0
W03-0428,P05-1001,1
P05-1045,P12-2013,1
W02-1001,E06-1011,0
P05-1045,W09-1119,1
P05-1045,N13-1059,0
N06-1040,C10-1007,0
P97-1003,P99-1059,0
P05-1045,P13-2141,0
N04-4028,P09-1015,0
P95-1026,P02-1046,1
P05-1045,D10-1048,0
P05-1045,D12-1080,0
P05-1045,W10-0725,0
P97-1003,P04-1082,0
C00-1072,P10-1094,0
N03-1028,W06-1655,1
P03-1069,C10-2170,0
W03-0428,P09-1116,0
W07-1412,E12-1004,1
I05-2038,C10-1088,0
P05-1045,C10-1091,0
P05-1045,W13-4008,0
P02-1031,P03-1002,1
P05-1045,P11-1037,1
P95-1026,C08-1135,0
I05-2038,P06-4005,0
P02-1057,P13-1151,0
W03-0430,P12-1055,1
P05-1045,P06-1089,1
P05-1045,W11-0219,0
P04-1054,C08-1088,0
N03-1028,C08-1113,0
P05-1045,W13-3616,0
N04-4028,C04-1081,0
P96-1025,J11-3004,0
W97-0703,W00-1438,1
W99-0613,P07-1125,0
W02-1001,D13-1033,0
W01-0521,P10-1036,1
J02-3001,E03-1040,0
P05-1045,W11-2202,1
P05-1045,P13-2036,0
P05-1045,C10-1083,0
P97-1003,P00-1060,0
A00-1043,C00-2140,1
P05-1045,D13-1136,1
N03-1028,W10-2923,0
P09-1113,D10-1099,1
W02-1001,P12-1111,1
N04-4028,P10-1038,0
P05-1045,D11-1141,1
