citaion, cited by, # direct citations, experiment, introduction, related work, discussion, conclusion, results, future work, other, f8
P05-1045,W12-2903,1,0,0,0,0,0,0,0,0,0.03125
P05-1045,W06-1655,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P12-2064,1,0,0,0,0,0,0,0,0,0.058823529411764705
W96-0213,N04-1013,1,0,0,0,0,0,0,0,0,0.05263157894736842
W03-0428,D11-1144,2,0,0,0,0,0,0,0,0,0.045454545454545456
P05-1045,W13-2414,1,0,0,0,0,0,0,0,0,0.045454545454545456
P05-1045,P13-1166,0,0,0,0,0,0,0,0,0,0.0
I05-2038,N10-1004,1,0,0,0,0,0,0,0,0,0.029411764705882353
N03-1028,C08-1094,1,0,0,0,0,0,0,0,0,0.09090909090909091
P04-1015,C08-2012,1,0,0,0,0,0,0,0,0,0.2
P05-1045,N13-1059,1,0,0,0,0,0,0,0,0,0.07692307692307693
P07-1056,P08-2065,3,0,0,0,0,0,0,0,0,0.375
P05-1045,D11-1034,1,0,0,0,0,0,0,0,0,0.043478260869565216
J02-3001,P04-1043,3,0,0,0,0,0,0,0,0,0.12
P04-1015,D07-1009,1,0,0,0,0,0,0,0,0,0.02631578947368421
P04-1015,E06-1011,1,0,0,0,0,0,0,0,0,0.02
P05-1045,D13-1191,1,0,0,0,0,0,0,0,0,0.021739130434782608
W04-3111,D07-1112,1,0,0,0,0,0,0,0,0,0.07692307692307693
P05-1045,D13-1103,1,0,0,0,0,0,0,0,0,0.02631578947368421
P96-1025,E03-1051,1,0,0,0,0,0,0,0,0,0.04
W03-0428,P11-3019,0,0,0,0,0,0,0,0,0,0.0
P05-1045,E09-1011,1,0,0,0,0,0,0,0,0,0.034482758620689655
W07-1412,P08-1118,1,0,0,0,0,0,0,0,0,0.05
P06-1114,S12-1065,0,0,0,0,0,0,0,0,0,0
W03-0430,W04-3234,1,0,0,0,0,0,0,0,0,0.047619047619047616
P05-1045,W11-2202,2,0,0,0,0,0,0,0,0,0.05555555555555555
N04-4028,D08-1070,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P10-2029,1,0,0,0,0,0,0,0,0,0.027777777777777776
P05-1045,P06-1059,0,0,0,0,0,0,0,0,0,0
P96-1025,J06-2003,1,0,0,0,0,0,0,0,0,0.01282051282051282
P97-1003,P00-1058,3,0,0,0,0,0,0,0,0,0.09090909090909091
P05-1045,E12-1054,1,0,0,0,0,0,0,0,0,0.02
H05-1079,N06-1006,2,0,0,0,0,0,0,0,0,0.09090909090909091
P05-1045,W12-3109,1,0,0,0,0,0,0,0,0,0.1
W04-3111,W08-0605,0,0,0,0,0,0,0,0,0,0
W03-0430,P05-1002,1,0,0,0,0,0,0,0,0,0.047619047619047616
P96-1025,E99-1025,1,0,0,0,0,0,0,0,0,0.03333333333333333
W03-0430,P08-1081,1,0,0,0,0,0,0,0,0,0.03333333333333333
P05-1045,D13-1178,1,0,0,0,0,0,0,0,0,0.038461538461538464
P05-1045,J11-1002,0,0,0,0,0,0,0,0,0,0.0
P05-1045,N07-1011,0,0,0,0,0,0,0,0,0,0
N03-1028,C08-1113,1,0,0,0,0,0,0,0,0,0.0625
P05-1045,W12-0102,1,0,0,0,0,0,0,0,0,0.03333333333333333
W07-1412,W11-0135,1,0,0,0,0,0,0,0,0,0.05
H05-1079,W06-1621,0,0,0,0,0,0,0,0,0,0
H05-1079,W08-2004,1,0,0,0,0,0,0,0,0,0.029411764705882353
P05-1045,P13-4023,1,0,0,0,0,0,0,0,0,0.0625
P96-1025,E09-1097,1,0,0,0,0,0,0,0,0,0.034482758620689655
W99-0613,W09-1116,1,0,0,0,0,0,0,0,0,0.02857142857142857
P01-1048,N04-1026,3,0,0,0,0,0,0,0,0,0.061224489795918366
P03-1069,C10-2105,0,0,0,0,0,0,0,0,0,0
P05-1045,W11-1907,1,0,0,0,0,0,0,0,0,0.07142857142857142
P05-1045,P10-2049,2,0,0,0,0,0,0,0,0,0.07407407407407407
H05-1079,N10-1146,1,0,0,0,0,0,0,0,0,0.018867924528301886
W96-0213,A97-1004,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P11-3004,1,0,0,0,0,0,0,0,0,0.058823529411764705
P05-1045,W13-4008,1,0,0,0,0,0,0,0,0,0.043478260869565216
W03-0430,W04-1221,1,0,0,0,0,0,0,0,0,0.125
P07-1033,C08-1003,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P12-2024,1,0,0,0,0,0,0,0,0,0.047619047619047616
P05-1045,N09-1068,0,0,0,0,0,0,0,0,0,0
P05-1045,D12-1072,1,0,0,0,0,0,0,0,0,0.04
P05-1045,P13-1129,1,0,0,0,0,0,0,0,0,0.05263157894736842
W04-3111,P10-1089,0,0,0,0,0,0,0,0,0,0.0
A00-1043,C00-2140,1,0,0,0,0,0,0,0,0,0.034482758620689655
P96-1025,E06-1012,3,0,0,0,0,0,0,0,0,0.15
W97-0703,W00-1438,3,0,0,0,0,0,0,0,0,0.5
P05-1045,C10-1064,1,0,0,0,0,0,0,0,0,0.043478260869565216
P05-1045,P13-1106,2,0,0,0,0,0,0,0,0,0.0392156862745098
P05-1045,Q13-1028,1,0,0,0,0,0,0,0,0,0.024390243902439025
P05-1045,N06-1054,2,0,0,0,0,0,0,0,0,0.09090909090909091
P09-1113,N13-1008,3,0,0,0,0,0,0,0,0,0.06
C00-1072,P08-1090,1,0,0,0,0,0,0,0,0,0.047619047619047616
P96-1025,J08-3003,3,0,0,0,0,0,0,0,0,0.0625
P05-1045,I08-4013,1,0,0,0,0,0,0,0,0,0.125
P02-1053,P07-1056,2,0,0,0,0,0,0,0,0,0.08333333333333333
P09-1113,D10-1099,10,0,0,0,0,0,0,0,0,0.24390243902439024
P05-1045,P09-1113,1,0,0,0,0,0,0,0,0,0.02564102564102564
P05-1045,C10-2058,1,0,0,0,0,0,0,0,0,0.015151515151515152
W02-1001,P12-1111,3,0,0,0,0,0,0,0,0,0.07894736842105263
P05-1045,S13-1023,0,0,0,0,0,0,0,0,0,0
W01-0521,P04-1014,1,0,0,0,0,0,0,0,0,0.021739130434782608
P05-1045,W12-2007,1,0,0,0,0,0,0,0,0,0.030303030303030304
W07-1412,E12-1004,1,0,0,0,0,0,0,0,0,0.02040816326530612
I05-2038,D09-1157,1,0,0,0,0,0,0,0,0,0.022727272727272728
P05-1045,E12-1029,1,0,0,0,0,0,0,0,0,0.02
P01-1048,W03-0409,1,0,0,0,0,0,0,0,0,0.1111111111111111
P05-1045,C10-1091,1,0,0,0,0,0,0,0,0,0.041666666666666664
P05-1045,W11-0219,1,0,0,0,0,0,0,0,0,0.05263157894736842
P97-1003,P98-1091,1,0,0,0,0,0,0,0,0,0.07692307692307693
P05-1045,N12-1080,1,0,0,0,0,0,0,0,0,0.07692307692307693
P05-1045,D11-1144,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P06-1089,3,0,0,0,0,0,0,0,0,0.10714285714285714
W04-2405,E12-1017,2,0,0,0,0,0,0,0,0,0.03278688524590164
C00-1072,C08-1124,1,0,0,0,0,0,0,0,0,0.045454545454545456
P05-1045,W10-3102,2,0,0,0,0,0,0,0,0,0.08695652173913043
P04-1084,C08-2026,1,0,0,0,0,0,0,0,0,0.0625
P05-1045,W09-1218,1,0,0,0,0,0,0,0,0,0.05555555555555555
P08-2026,P11-2049,1,0,0,0,0,0,0,0,0,0.05555555555555555
P97-1003,P98-2148,1,0,0,0,0,0,0,0,0,0.1111111111111111
W96-0213,E03-1002,1,0,0,0,0,0,0,0,0,0.027777777777777776
W03-0428,D08-1003,0,0,0,0,0,0,0,0,0,0.0
W02-1001,W04-0824,2,0,0,0,0,0,0,0,0,0.2
P05-1045,P08-4003,1,0,0,0,0,0,0,0,0,0.03571428571428571
C00-1072,C04-1077,1,0,0,0,0,0,0,0,0,0.05
W99-0613,W11-0319,1,0,0,0,0,0,0,0,0,0.02631578947368421
C00-1072,I08-1016,1,0,0,0,0,0,0,0,0,0.06666666666666667
W03-0428,P05-2023,1,0,0,0,0,0,0,0,0,0.07142857142857142
P05-1045,N13-1007,1,0,0,0,0,0,0,0,0,0.02702702702702703
I05-2038,C10-1076,1,0,0,0,0,0,0,0,0,0.029411764705882353
P05-1045,D09-1119,1,0,0,0,0,0,0,0,0,0.02631578947368421
P03-1002,N04-1030,0,0,0,0,0,0,0,0,0,0
N04-4028,P10-1038,1,0,0,0,0,0,0,0,0,0.03333333333333333
P05-1045,W10-0725,1,0,0,0,0,0,0,0,0,0.16666666666666666
P05-1045,D13-1117,1,0,0,0,0,0,0,0,0,0.03571428571428571
W04-3111,D07-1128,1,0,0,0,0,0,0,0,0,0.047619047619047616
W04-3111,W08-0504,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P06-1141,6,0,0,0,0,0,0,0,0,0.1875
P05-1045,D10-1099,1,0,0,0,0,0,0,0,0,0.024390243902439025
P05-1045,P12-1089,0,0,0,0,0,0,0,0,0,0.0
W04-3111,I05-2038,2,0,0,0,0,0,0,0,0,0.18181818181818182
P05-1045,P12-1042,1,0,0,0,0,0,0,0,0,0.020833333333333332
P07-1033,C10-1145,0,0,0,0,0,0,0,0,0,0.0
P95-1026,C08-1135,1,0,0,0,0,0,0,0,0,0.047619047619047616
P03-1069,P04-1050,1,0,0,0,0,0,0,0,0,0.03571428571428571
P97-1003,P02-1031,2,0,0,0,0,0,0,0,0,0.125
P96-1025,C00-1029,0,0,0,0,0,0,0,0,0,0.0
H05-1079,C08-1028,1,0,0,0,0,0,0,0,0,0.058823529411764705
A00-1043,P02-1057,1,0,0,0,0,0,0,0,0,0.04
P05-1045,D11-1135,1,0,0,0,0,0,0,0,0,0.05263157894736842
P03-1069,D07-1009,7,0,0,0,0,0,0,0,0,0.18421052631578946
P96-1025,C00-1051,2,0,0,0,0,0,0,0,0,0.13333333333333333
P97-1003,P00-1061,1,0,0,0,0,0,0,0,0,0.045454545454545456
I05-2038,C10-1088,2,0,0,0,0,0,0,0,0,0.07407407407407407
W02-1001,E06-1011,2,0,0,0,0,0,0,0,0,0.04
P04-1015,P11-1069,2,0,0,0,0,0,0,0,0,0.03571428571428571
N03-1028,P03-1064,1,0,0,0,0,0,0,0,0,0.020833333333333332
P05-1045,P08-1031,1,0,0,0,0,0,0,0,0,0.058823529411764705
W96-0213,P99-1023,2,0,0,0,0,0,0,0,0,0.06896551724137931
P02-1053,P06-2079,2,0,0,0,0,0,0,0,0,0.0425531914893617
P01-1048,W01-1610,3,0,0,0,0,0,0,0,0,0.13043478260869565
P96-1025,C00-2141,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P13-2141,1,0,0,0,0,0,0,0,0,0.047619047619047616
H05-1079,Q13-1015,1,0,0,0,0,0,0,0,0,0.015625
W07-1412,W10-1609,0,0,0,0,0,0,0,0,0,0.0
C00-1072,P09-1023,0,0,0,0,0,0,0,0,0,0
N06-1040,C10-1007,1,0,0,0,0,0,0,0,0,0.02702702702702703
P03-1002,P13-1058,1,0,0,0,0,0,0,0,0,0.023809523809523808
W09-0404,N10-1045,1,0,0,0,0,0,0,0,0,0.125
A97-1011,P01-1006,1,0,0,0,0,0,0,0,0,0.027777777777777776
P05-1045,D12-1009,0,0,0,0,0,0,0,0,0,0.0
N03-1028,C04-1081,1,0,0,0,0,0,0,0,0,0.034482758620689655
W03-0428,W07-1712,0,0,0,0,0,0,0,0,0,0
P05-1045,W12-2408,2,0,0,0,0,0,0,0,0,0.1111111111111111
W03-0430,P05-1003,1,0,0,0,0,0,0,0,0,0.05263157894736842
P05-1045,P13-1146,0,0,0,0,0,0,0,0,0,0.0
C00-1072,C08-1021,1,0,0,0,0,0,0,0,0,0.05263157894736842
W96-0213,W02-0301,2,0,0,0,0,0,0,0,0,0.044444444444444446
P01-1048,N03-2018,1,0,0,0,0,0,0,0,0,0.07692307692307693
P05-1045,S13-1018,1,0,0,0,0,0,0,0,0,0.07142857142857142
N06-1040,C08-5001,1,0,0,0,0,0,0,0,0,0.0196078431372549
P05-1045,D11-1141,2,0,0,0,0,0,0,0,0,0.047619047619047616
W02-1001,P13-4016,1,0,0,0,0,0,0,0,0,0.020833333333333332
W96-0213,A00-2013,3,0,0,0,0,0,0,0,0,0.16666666666666666
P02-1031,P03-1002,5,0,0,0,0,0,0,0,0,0.22727272727272727
P05-1045,W10-2420,1,0,0,0,0,0,0,0,0,0.043478260869565216
N04-4028,P09-1015,1,0,0,0,0,0,0,0,0,0.025
W02-1001,D13-1033,1,0,0,0,0,0,0,0,0,0.022222222222222223
P05-1045,I08-6004,1,0,0,0,0,0,0,0,0,0.07692307692307693
P97-1003,P00-1060,2,0,0,0,0,0,0,0,0,0.3333333333333333
H05-1079,S12-1108,0,0,0,0,0,0,0,0,0,0
P05-1045,P12-1075,1,0,0,0,0,0,0,0,0,0.02631578947368421
H05-1079,P06-1051,1,0,0,0,0,0,0,0,0,0.030303030303030304
C00-1072,P10-1094,1,0,0,0,0,0,0,0,0,0.03125
N03-1028,W05-0622,1,0,0,0,0,0,0,0,0,0.07692307692307693
N04-4028,P08-1004,1,0,0,0,0,0,0,0,0,0.03333333333333333
P05-1045,W11-1723,0,0,0,0,0,0,0,0,0,0.0
P05-1045,P11-1114,1,0,0,0,0,0,0,0,0,0.02127659574468085
W03-0428,P05-1001,1,0,0,0,0,0,0,0,0,0.038461538461538464
P07-1056,P08-2059,1,0,0,0,0,0,0,0,0,0.058823529411764705
P06-1114,C10-1087,1,0,0,0,0,0,0,0,0,0.043478260869565216
P05-1045,D11-1075,1,0,0,0,0,0,0,0,0,0.043478260869565216
P05-1045,W12-0103,1,0,0,0,0,0,0,0,0,0.024390243902439025
C00-1072,P05-1026,1,0,0,0,0,0,0,0,0,0.05263157894736842
P05-1045,N13-1006,1,0,0,0,0,0,0,0,0,0.038461538461538464
W03-0430,P08-1056,0,0,0,0,0,0,0,0,0,0
W04-3111,D07-1119,1,0,0,0,0,0,0,0,0,0.041666666666666664
P05-1045,W06-1643,1,0,0,0,0,0,0,0,0,0.023809523809523808
P95-1026,P02-1046,2,0,0,0,0,0,0,0,0,0.2222222222222222
P05-1045,W13-2234,1,0,0,0,0,0,0,0,0,0.034482758620689655
P05-1045,P13-2128,1,0,0,0,0,0,0,0,0,0.029411764705882353
W06-1615,P07-1056,5,0,0,0,0,0,0,0,0,0.20833333333333334
P04-1015,J07-4004,1,0,0,0,0,0,0,0,0,0.006493506493506494
C00-1072,E09-1062,1,0,0,0,0,0,0,0,0,0.05
C00-1072,J11-1001,1,0,0,0,0,0,0,0,0,0.14285714285714285
P05-1045,E09-1037,1,0,0,0,0,0,0,0,0,0.022727272727272728
P05-1045,W11-0902,1,0,0,0,0,0,0,0,0,0.04
P07-1056,C08-1135,0,0,0,0,0,0,0,0,0,0.0
P01-1048,W03-0205,1,0,0,0,0,0,0,0,0,0.022222222222222223
P05-1045,P06-2054,0,0,0,0,0,0,0,0,0,0.0
P05-1045,D07-1033,5,0,0,0,0,0,0,0,0,0.08196721311475409
P05-1045,D13-1136,1,0,0,0,0,0,0,0,0,0.030303030303030304
P11-2071,D13-1109,0,0,0,0,0,0,0,0,0,0.0
P05-1045,D09-1158,1,0,0,0,0,0,0,0,0,0.05555555555555555
C00-1072,P08-1092,1,0,0,0,0,0,0,0,0,0.047619047619047616
P11-2071,D12-1003,0,0,0,0,0,0,0,0,0,0.0
P96-1025,P10-1002,1,0,0,0,0,0,0,0,0,0.01694915254237288
P05-1045,N12-1008,0,0,0,0,0,0,0,0,0,0.0
P05-1045,N12-1085,1,0,0,0,0,0,0,0,0,0.034482758620689655
J02-3001,C04-1018,0,0,0,0,0,0,0,0,0,0.0
P05-1045,W09-0422,1,0,0,0,0,0,0,0,0,0.05555555555555555
P11-2071,P13-2072,0,0,0,0,0,0,0,0,0,0.0
P05-1045,S13-1010,0,0,0,0,0,0,0,0,0,0
P05-1045,N12-1013,0,0,0,0,0,0,0,0,0,0
P97-1003,P99-1059,1,0,0,0,0,0,0,0,0,0.038461538461538464
P97-1003,P04-1047,1,0,0,0,0,0,0,0,0,0.038461538461538464
P05-1045,P12-1072,1,0,0,0,0,0,0,0,0,0.037037037037037035
W97-0710,P04-3020,1,0,0,0,0,0,0,0,0,0.06666666666666667
P97-1003,P98-2234,1,0,0,0,0,0,0,0,0,0.04
P96-1025,J11-3004,3,0,0,0,0,0,0,0,0,0.02097902097902098
P05-1045,P10-1056,1,0,0,0,0,0,0,0,0,0.02702702702702703
P05-1045,D13-1159,2,0,0,0,0,0,0,0,0,0.05263157894736842
W99-0613,P02-1046,2,0,0,0,0,0,0,0,0,0.2222222222222222
W04-3111,P07-1031,1,0,0,0,0,0,0,0,0,0.04
C00-2105,D07-1091,0,0,0,0,0,0,0,0,0,0.0
P05-1045,E09-1007,1,0,0,0,0,0,0,0,0,0.034482758620689655
P05-1045,E09-1091,0,0,0,0,0,0,0,0,0,0.0
W09-0404,W11-2112,1,0,0,0,0,0,0,0,0,0.03571428571428571
P05-1045,D13-1042,1,0,0,0,0,0,0,0,0,0.023809523809523808
P05-1045,D13-1142,1,0,0,0,0,0,0,0,0,0.047619047619047616
W06-2925,N12-1032,2,0,0,0,0,0,0,0,0,0.03773584905660377
P05-1045,D12-1092,2,0,0,0,0,0,0,0,0,0.04081632653061224
P05-1045,W10-2906,1,0,0,0,0,0,0,0,0,0.02127659574468085
W01-0521,W05-1516,1,0,0,0,0,0,0,0,0,0.038461538461538464
J02-3001,E03-1040,1,0,0,0,0,0,0,0,0,0.034482758620689655
P95-1026,P01-1008,1,0,0,0,0,0,0,0,0,0.037037037037037035
P07-1033,J11-3002,0,0,0,0,0,0,0,0,0,0.0
H05-1079,J07-3004,1,0,0,0,0,0,0,0,0,0.007874015748031496
P05-1045,D12-1080,1,0,0,0,0,0,0,0,0,0.02857142857142857
I05-2038,P06-4005,1,0,0,0,0,0,0,0,0,0.08333333333333333
P05-1045,D12-1131,1,0,0,0,0,0,0,0,0,0.01818181818181818
P96-1025,C00-1017,1,0,0,0,0,0,0,0,0,0.06666666666666667
N04-4028,N06-1038,1,0,0,0,0,0,0,0,0,0.03571428571428571
H05-1079,D10-1074,1,0,0,0,0,0,0,0,0,0.02857142857142857
P95-1026,P07-1125,1,0,0,0,0,0,0,0,0,0.034482758620689655
A97-1011,W09-1118,1,0,0,0,0,0,0,0,0,0.03125
W01-0521,D09-1085,1,0,0,0,0,0,0,0,0,0.03333333333333333
P05-1045,P10-1015,1,0,0,0,0,0,0,0,0,0.05555555555555555
P05-1045,D13-1043,1,0,0,0,0,0,0,0,0,0.03333333333333333
W06-2925,J08-3003,0,0,0,0,0,0,0,0,0,0.0
N06-1040,D08-1091,1,0,0,0,0,0,0,0,0,0.018518518518518517
P05-1045,D13-1040,1,0,0,0,0,0,0,0,0,0.024390243902439025
N04-4028,C04-1081,1,0,0,0,0,0,0,0,0,0.034482758620689655
P05-1045,N13-1037,1,0,0,0,0,0,0,0,0,0.01282051282051282
C00-1072,D09-1032,1,0,0,0,0,0,0,0,0,0.058823529411764705
P05-1045,P11-1082,1,0,0,0,0,0,0,0,0,0.02631578947368421
P05-1045,W13-3516,1,0,0,0,0,0,0,0,0,0.020833333333333332
P97-1003,P99-1065,0,0,0,0,0,0,0,0,0,0
P05-1045,S12-1035,0,0,0,0,0,0,0,0,0,0
W03-0430,P12-1055,1,0,0,0,0,0,0,0,0,0.027777777777777776
P02-1057,P13-1151,1,0,0,0,0,0,0,0,0,0.02040816326530612
W06-2925,P10-1002,1,0,0,0,0,0,0,0,0,0.01694915254237288
W01-0521,P10-1036,2,0,0,0,0,0,0,0,0,0.043478260869565216
W07-1412,W11-2404,1,0,0,0,0,0,0,0,0,0.08333333333333333
N04-4028,D07-1068,1,0,0,0,0,0,0,0,0,0.043478260869565216
W03-0428,P09-1116,1,0,0,0,0,0,0,0,0,0.047619047619047616
C00-1072,P06-1015,1,0,0,0,0,0,0,0,0,0.030303030303030304
W04-3111,D07-1126,1,0,0,0,0,0,0,0,0,0.022727272727272728
P05-1045,P09-2041,1,0,0,0,0,0,0,0,0,0.125
P05-1045,C10-1087,1,0,0,0,0,0,0,0,0,0.043478260869565216
P05-1045,N13-1063,0,0,0,0,0,0,0,0,0,0.0
P97-1003,P02-1018,1,0,0,0,0,0,0,0,0,0.1
P04-1054,P08-2023,1,0,0,0,0,0,0,0,0,0.16666666666666666
P05-1045,C10-2078,2,0,0,0,0,0,0,0,0,0.08695652173913043
